"Path","Category","FieldID","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure",100055,1737,"Childhood sunburn occasions",498262,529685,"Complete","Integer","times","Data","Primary","Unisex",3,1,100291,"ACE touchscreen question \"Before the age of 15, how many times did you suffer sunburn that was painful for at least 2 days or caused blistering?\"  The following checks were performed:    If answer    If answer > 999 then rejected   If answer > 20 then participant asked to confirm     If the participant activated the Help button they were shown the message:        If you are unsure, please provide an estimate or select Do not know.         This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1737"
"Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure",100055,1747,"Hair colour (natural, before greying)",501462,533455,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100434,"ACE touchscreen question \"What best describes your natural hair colour? (If your hair colour is grey, the colour before you went grey)\"  If the participant activated the Help button they were shown the message:        If you are unsure, please select the colour closest to your natural  adult hair colour or select Do not know.          This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1747"
"Assessment centre > Touchscreen > Lifestyle and environment > Sun exposure",100055,1757,"Facial ageing",498831,600297,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100435,"ACE touchscreen question \"Do people say that you look:\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1757"
"Assessment centre > Touchscreen > Early life factors",100033,1767,"Adopted as a child",501484,604067,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Were you adopted as a child?\"","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1767"
"Assessment centre > Touchscreen > Early life factors",100033,1777,"Part of a multiple birth",494123,525646,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100349,"ACE touchscreen question \"Are you a twin, triplet or other multiple birth?\"  Field 1777 was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to Field 1767   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1777"
"Assessment centre > Touchscreen > Early life factors",100033,1787,"Maternal smoking around birth",494123,525646,"Complete","Categorical single","","Data","Primary","Unisex",3,1,100349,"ACE touchscreen question \"Did your mother smoke regularly around the time when you were born?\"  Field 1787 was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to Field 1767   This question was dropped from the touchscreen protocol on 24/10/2016.","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1787"
"Assessment centre > Touchscreen > Family history",100034,1797,"Father still alive",494181,595320,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Is your father still alive?\" Field 1797 was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to Field 1767","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1797"
"Assessment centre > Touchscreen > Family history",100034,1807,"Father's age at death",392276,466898,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What was his age when he died?\" The following checks were performed:  If answer   If answer > 122 then rejected  If answer   If answer > 105 then participant asked to confirm   Field 1807 was collected from participants who indicated their father has died, as defined by their answers to Field 1797 or, if they are adopted, their adopted father has died, as defined by their answers to Field 1797","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1807"
"Assessment centre > Touchscreen > Family history",100034,1835,"Mother still alive",494181,595320,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Is your mother still alive?\" Field 1835 was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to Field 1767","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1835"
"Assessment centre > Touchscreen > Family history",100034,1845,"Mother's age",199390,224091,"Complete","Integer","years","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"What is her age now?\" The following checks were performed:  If answer   If answer > 122 then rejected  If answer   If answer > 105 then participant asked to confirm   Field 1845 was collected from participants who indicated their mother is still alive, as defined by their answers to Field 1835 or, if they are adopted, their adopted mother is still alive, as defined by their answers to Field 1835","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1845"
"Assessment centre > Touchscreen > Family history",100034,1873,"Number of full brothers",494178,595317,"Complete","Integer","","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many brothers do you have? (Please include those who have died, and twin brothers. Do not include half-brothers, step-brothers or adopted brothers)\" The following checks were performed:  If answer   If answer > 25 then rejected  If answer > 10 then participant asked to confirm   Field 1873 was collected from participants who indicated they were not adopted as a child, as defined by their answers to Field 1767","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1873"
"Assessment centre > Touchscreen > Family history",100034,1883,"Number of full sisters",494178,595317,"Complete","Integer","","Data","Primary","Unisex",4,1,100291,"ACE touchscreen question \"How many sisters do you have? (Please include those who have died, and twin sisters. Do not include half-sisters, step-sisters or adopted sisters)\" The following checks were performed:  If answer   If answer > 25 then rejected  If answer > 10 then participant asked to confirm   Field 1883 was collected from participants who indicated they were not adopted as a child, as defined by their answers to Field 1767","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1883"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1920,"Mood swings",501480,604063,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Does your mood often go up and down?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1920"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1930,"Miserableness",501480,604063,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Do you ever feel 'just miserable' for no reason?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1930"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1940,"Irritability",501480,604063,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Are you an irritable person?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1940"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1950,"Sensitivity / hurt feelings",501479,604062,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Are your feelings easily hurt?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1950"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1960,"Fed-up feelings",501479,604062,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Do you often feel 'fed-up'?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1960"
"Assessment centre > Touchscreen > Psychosocial factors > Mental health",100060,1970,"Nervous feelings",501479,604062,"Complete","Categorical single","","Data","Primary","Unisex",4,1,100349,"ACE touchscreen question \"Would you call yourself a nervous person?\" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question     ","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1970"
